type,pd_code,ed_code,pd_name,ed_name,electors,polled,rejected,valid,UNP,UPFA,PLF,ITAK,SLMC,EPDP,ACMC,DP,BJP,AITC,CWC(,FSP,IG0.14,UPP,PP,TULF,EDF,ONF,USP,JSP,AITM,IG0.10,IG0.17,IG0.04,OWORS,NSSP,SLMP,NSU,UPF,ELPP,MJP,IG0.07,SEP,IG0.22,IG1.16,IG0.03,SLNF,IG0.15,IG1.17,IG0.01,IG0.09,IG1.01,IG0.06,IG1.02,IG0.12,IG1.12,IG0.19,TLP,DUA,IG0.08,IG1.15,IG0.20,IG0.21,IG0.13,IG0.05,SLLP,IG1.11,IG0.18,SLVP,DNM,IG1.13,IG0.02,IG3.12,MNA,IG0.16,IG0.11,IG2.12
pd,16C,16,Chilaw,Puttalam,118171,81433,4710,76647,38482,34701,3077,0,0,0,0,158,46,0,0,52,0,44,0,0,0,0,0,7,23,0,0,0,6,0,0,1,0,0,0,0,0,0,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
pd,16D,16,Nattandiya,Puttalam,89975,59748,2897,56816,27427,26714,2393,0,0,0,0,167,17,0,0,26,0,16,0,0,0,0,0,3,13,0,0,0,5,0,0,2,0,0,0,0,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,16E,16,Wennappuwa,Puttalam,106183,70743,3703,67004,32421,31033,3014,0,0,0,0,332,46,0,0,76,0,22,0,0,0,0,0,1,16,0,0,0,2,0,0,2,0,0,0,0,0,0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
pd,16P,16,Postal Votes - Puttalam District,Puttalam,0,9827,224,9428,4503,4192,653,0,0,0,0,45,18,0,0,7,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,17A,17,Medawachchiya,Anuradhapura,81996,58287,3757,54483,24451,26975,2784,0,0,0,0,143,24,0,0,7,0,36,0,0,0,0,0,6,0,0,40,0,0,0,0,3,8,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,17B,17,Horowupotana,Anuradhapura,81099,57984,3421,54496,26086,25089,2707,0,0,0,0,199,11,0,0,5,0,40,0,0,0,0,0,6,0,0,330,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,17C,17,Anuradhapura-East,Anuradhapura,97576,71533,3224,68270,28944,32314,6497,0,0,0,0,173,88,0,0,43,0,33,0,0,0,0,0,8,0,0,125,0,0,0,0,8,6,0,0,0,0,0,0,0,6,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,17D,17,Anuradhapura-West,Anuradhapura,102691,74757,4593,70108,30873,35082,3542,0,0,0,0,392,39,0,0,16,0,42,0,0,0,0,0,3,0,0,69,0,0,0,0,1,4,0,0,0,0,0,0,0,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,17E,17,Kalawewa,Anuradhapura,125162,91177,5485,85633,35318,45236,4623,0,0,0,0,218,53,0,0,52,0,51,0,0,0,0,0,6,0,0,43,0,0,0,0,3,9,0,0,0,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,17F,17,Mihintale,Anuradhapura,64778,46857,2837,43990,19395,21495,2746,0,0,0,0,106,23,0,0,45,0,22,0,0,0,0,0,5,0,0,114,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,17G,17,Kekirawa,Anuradhapura,83431,60000,3888,56073,27163,26372,2359,0,0,0,0,73,17,0,0,13,0,30,0,0,0,0,0,1,0,0,26,0,0,0,0,2,3,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,17P,17,Postal Votes - Anuradhapura District,Anuradhapura,0,43250,1257,41966,20842,17293,3443,0,0,0,0,265,30,0,0,17,0,12,0,0,0,0,0,1,0,0,43,0,0,0,0,2,5,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,18A,18,Minneriya,Polonnaruwa,83395,61553,2274,59235,25748,29090,4175,0,0,0,0,0,44,0,0,144,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
pd,18B,18,Medirigiriya,Polonnaruwa,77505,58176,1919,56211,28256,25151,2647,0,0,0,0,0,44,0,0,57,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
pd,18C,18,Polonnaruwa,Polonnaruwa,146225,110227,4017,106093,56387,43900,5502,0,0,0,0,0,51,0,0,181,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
pd,18P,18,Postal Votes - Polonnaruwa District,Polonnaruwa,0,15160,444,14710,8454,5031,1173,0,0,0,0,0,21,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
pd,19A,19,Mahiyangane,Badulla,95715,72202,2707,69426,34447,31159,3622,0,0,0,0,36,37,0,2,31,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,19B,19,Wiyaluwa,Badulla,51295,37712,2309,35337,17092,16639,1076,0,0,0,0,11,56,0,380,25,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,19C,19,Passara,Badulla,62901,46197,3015,43104,25691,13885,947,0,0,0,0,103,24,0,2346,23,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,19D,19,Badulla,Badulla,55185,42044,1522,40487,22526,15023,2251,0,0,0,0,37,218,0,366,32,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,19E,19,Hali-Ela,Badulla,69909,52785,3204,49508,28486,17599,2070,0,0,0,0,30,77,0,1167,17,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,19F,19,Uva-Paranagama,Badulla,62689,47357,2234,45067,24636,17564,2048,0,0,0,0,22,38,0,653,65,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,19G,19,Welimada,Badulla,74436,56076,2384,53648,30086,20127,2497,0,0,0,0,69,99,0,687,33,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,19H,19,Bandarawela,Badulla,83147,63231,2924,60229,33115,22618,2642,0,0,0,0,49,53,0,1650,34,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,19I,19,Haputale,Badulla,65209,48325,3325,44932,26813,13539,1413,0,0,0,0,70,31,0,2949,28,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,19P,19,Postal Votes - Badulla District,Badulla,0,30920,543,30364,15952,11306,2879,0,0,0,0,73,55,0,59,35,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,20A,20,Bibile,Moneragala,83003,60285,2442,57831,25220,29867,2557,0,0,0,0,28,0,0,0,77,0,36,0,0,0,0,0,4,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,20B,20,Moneragala,Moneragala,107678,79139,3181,75946,32972,39432,3278,0,0,0,0,106,0,0,0,26,0,52,0,0,0,0,0,8,0,0,0,0,28,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,20C,20,Wellawaya,Moneragala,149116,115299,3405,111881,43677,61527,6378,0,0,0,0,51,0,0,0,101,0,45,0,0,0,0,0,16,0,0,0,0,38,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,20P,20,Postal Votes - Moneragala District,Moneragala,0,17556,263,17291,8503,7310,1413,0,0,0,0,42,0,0,0,7,0,4,0,0,0,0,0,1,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,21A,21,Eheliyagoda,Ratnapura,96170,73989,2272,71684,31211,38162,2057,0,0,0,0,51,56,0,0,26,0,40,0,0,0,42,0,9,0,0,0,0,8,15,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pd,21B,21,Ratnapura,Ratnapura,121108,94725,2677,92021,40943,47596,3111,0,0,0,0,94,75,0,0,27,0,70,0,0,0,57,0,7,0,0,0,0,10,7,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0
pd,21C,21,Pelmadulla,Ratnapura,83934,67020,2799,64186,32747,29864,1303,0,0,0,0,104,28,0,0,11,0,57,0,0,0,39,0,5,0,0,0,0,1,10,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0
pd,21D,21,Balangoda,Ratnapura,106575,81771,3940,77777,38039,37015,2307,0,0,0,0,167,51,0,0,37,0,60,0,0,0,50,0,1,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,3,0,0,0,0,0,0,0,0,0,0,0
pd,21E,21,Rakwana,Ratnapura,102618,80219,3323,76865,39172,35587,1838,0,0,0,0,48,40,0,0,28,0,69,0,0,0,49,0,8,0,0,0,0,10,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,21F,21,Nivitigala,Ratnapura,96156,77886,2851,74983,33353,40125,1305,0,0,0,0,40,35,0,0,15,0,51,0,0,0,40,0,3,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pd,21G,21,Kalawana,Ratnapura,62773,50182,1638,48529,19889,27405,1034,0,0,0,0,65,9,0,0,34,0,33,0,0,0,37,0,4,0,0,0,0,3,1,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pd,21H,21,Kolonna,Ratnapura,140748,106047,3125,102871,39090,56515,6762,0,0,0,0,160,86,0,0,69,0,76,0,0,0,62,0,10,0,0,0,0,14,5,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0
pd,21P,21,Postal Votes - Ratnapura District,Ratnapura,0,23383,401,22978,9673,11367,1808,0,0,0,0,58,33,0,0,16,0,9,0,0,0,3,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pd,22A,22,Dedigama,Kegalle,87800,66567,2218,64326,30495,30511,2765,0,0,0,0,138,93,0,144,47,0,21,0,0,0,25,47,5,0,0,0,0,0,0,0,6,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,22B,22,Galigamuwa,Kegalle,67375,50364,1795,48556,22724,23663,1716,0,0,0,0,60,73,0,110,99,0,16,0,0,0,27,32,5,0,0,0,0,0,0,0,5,0,0,2,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,22C,22,Kegalle,Kegalle,71183,52889,1635,51244,22643,25562,2587,0,0,0,0,62,141,0,28,100,0,30,0,0,0,20,35,9,0,0,0,0,0,0,0,6,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,22D,22,Rambukkana,Kegalle,65337,48312,1774,46533,22447,21491,2249,0,0,0,0,116,88,0,1,29,0,11,0,0,0,21,43,2,0,0,0,0,0,0,0,6,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,22E,22,Mawanella,Kegalle,90627,65968,2348,63597,37910,22446,2282,0,0,0,0,98,623,0,8,36,0,30,0,0,0,37,84,4,0,0,0,0,0,0,0,7,0,0,1,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,22F,22,Aranayake,Kegalle,53207,38928,1458,37446,19192,16457,1250,0,0,0,0,47,273,0,45,84,0,18,0,0,0,16,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,22G,22,Yatiyantota,Kegalle,74244,57602,2743,54808,27123,25250,997,0,0,0,0,16,37,0,1139,27,0,39,0,0,0,26,100,1,0,0,0,0,0,0,0,7,0,0,5,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,22H,22,Ruwanwella,Kegalle,73498,56238,1885,54333,25993,26191,1460,0,0,0,0,83,59,0,336,60,0,36,0,0,0,27,44,4,0,0,0,0,0,0,0,3,0,0,2,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,22I,22,Deraniyagala,Kegalle,66607,51401,2286,49087,24468,22674,1049,0,0,0,0,15,33,0,608,56,0,32,0,0,0,31,70,6,0,0,0,0,0,0,0,4,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,22P,22,Postal Votes - Kegalle District,Kegalle,0,30405,628,29769,14472,12963,2039,0,0,0,0,104,110,0,29,32,0,4,0,0,0,4,4,3,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
