type,pd_code,ed_code,pd_name,ed_name,electors,polled,rejected,valid,PA,UNP,JVP,NUA,SU,TULF,JV,PLF,EPDP,PF,NLF,ACTC,TELO,CWC,DPLF,PP,IG2.13,L&DA,TNUoW,IG1.12,TLP,IG2.10,ULF,DUNF,ESMS,SMP,IG4.11,IG2.14,IG7.11,IG6.10,SMB,SMBP,IG1.10,IG3.10,IG5.11,NPP,IG3.14,MUL,SLMK,PFF,IG2.11,MULF,IG5.13,SLPF,IG6.14,PLSF,IG3.01,JSP,IG2.07,RJP,IG3.12,IG1.15,IG4.22,IG4.03,SEP,IG3.13,IG2.01,DUN,IG2.17,IG4.21,IG1.02,IG3.02,IG2.04,IG5.09,IG5.10,IG2.12,IG1.13,IG5.02,IG2.16,IG5.08,IG1.19,IG5.03,IG5.01,IG4.04,IG4.19,IG4.02,IG1.07,IG1.03,IG3.08,IG3.19,IG5.12,IG9.06,IG2.02,IG3.03,IG5.04,IG2.03,IG4.09,IG3.21,IG6.13,IG4.06,IG4.01,IG1.04,IG1.16,IG1.17,IG1.20,IG3.06,IG2.09,IG2.21,IG4.08,SLP,IG2.08,IG3.16,IG3.09,IG1.01,IG1.05,IG1.08,IG4.10,IG2.18,IG2.19,IG3.04,IG6.20,IG3.22,IG4.20,IG1.06,IG7.06,IG3.20,IG1.11,IG1.21,IG8.06,IG1.09,IG5.06,IG1.22,IG4.12,IG1.18,IG6.06,IG2.22,IG4.13,IG2.20,IG5.20,IG4.14,IG1.14,IG5.14,IG2.06,IG3.11,IG6.11
pd,06D,06,Walapane,Nuwara-Eliya,0,0,0,47452,24390,21144,1290,0,84,0,0,0,0,0,0,0,0,0,0,161,0,107,55,0,33,0,0,35,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,6,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,0,11,0,8,0,0,0,7,0,0,0,0,0,0,0,8,0,0
pd,06P,06,Postal Votes - Nuwara-Eliya District,Nuwara-Eliya,0,0,0,6583,3358,2735,362,0,54,0,0,0,0,0,0,0,0,0,0,40,0,12,5,0,4,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,07A,07,Balapitiya,Galle,0,0,0,33486,15755,14594,2417,0,311,0,0,0,0,0,133,0,0,0,0,136,0,0,0,0,4,0,36,7,7,0,0,0,0,0,19,0,0,0,0,0,0,0,7,5,0,0,0,3,0,0,0,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,07B,07,Ambalangoda,Galle,0,0,0,46011,22657,18662,3772,0,404,0,0,0,0,0,274,0,0,0,0,26,0,0,0,0,18,0,49,22,7,0,0,0,0,0,16,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,8,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,07C,07,Karandeniya,Galle,0,0,0,43635,21035,17491,4334,0,247,0,0,0,0,0,249,0,0,0,0,28,0,0,0,0,20,0,57,17,14,0,0,0,0,0,20,0,0,0,0,0,0,0,10,5,0,0,0,9,0,0,0,9,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,07D,07,Bentara-Elpitiya,Galle,0,0,0,58599,30213,22811,4442,0,520,0,0,0,0,0,256,0,0,0,0,35,0,0,0,0,27,0,64,31,21,0,0,0,0,0,29,0,0,0,0,0,0,0,27,6,0,0,0,8,0,0,0,3,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,07E,07,Hiniduma,Galle,0,0,0,66252,34278,26629,4493,0,218,0,0,0,0,0,254,0,0,0,0,51,0,0,0,0,27,0,58,46,31,0,0,0,0,0,29,0,0,0,0,0,0,0,11,12,0,0,0,11,0,0,0,18,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,07F,07,Baddegama,Galle,0,0,0,60491,31845,23548,3937,0,305,0,0,0,0,0,392,0,0,0,0,44,0,0,0,0,49,0,71,34,31,0,0,0,0,0,31,0,0,0,0,0,0,0,16,10,0,0,0,6,0,0,0,11,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,07G,07,Ratgama,Galle,0,0,0,51822,26619,19910,4274,0,459,0,0,0,0,0,250,0,0,0,0,81,0,0,0,0,21,0,38,25,9,0,0,0,0,0,31,0,0,0,0,0,0,0,14,3,0,0,0,7,0,0,0,4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,07H,07,Galle,Galle,0,0,0,47401,20004,22351,3855,0,833,0,0,0,0,0,102,0,0,0,0,60,0,0,0,0,5,0,29,15,12,0,0,0,0,0,42,0,0,0,0,0,0,0,28,6,0,0,0,2,0,0,0,7,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,07I,07,Akmeemana,Galle,0,0,0,55146,28840,21342,3925,0,540,0,0,0,0,0,188,0,0,0,0,53,0,0,0,0,17,0,37,16,17,0,0,0,0,0,44,0,0,0,0,0,0,0,11,10,0,0,0,13,0,0,0,5,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,07J,07,Habaraduwa,Galle,0,0,0,51058,25974,19639,4481,0,472,0,0,0,0,0,206,0,0,0,0,45,0,0,0,0,15,0,52,24,16,0,0,0,0,0,26,0,0,0,0,0,0,0,11,7,0,0,0,8,0,0,0,6,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,07P,07,Postal Votes - Galle District,Galle,0,0,0,14447,7381,5078,1690,0,226,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,1,0,7,3,2,0,0,0,0,0,21,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,08A,08,Deniyaya,Matara,0,0,0,57930,29427,23807,3986,0,166,0,0,0,0,0,0,0,0,0,0,47,0,20,0,0,72,0,0,48,136,0,0,0,0,0,38,0,0,0,0,0,0,0,0,11,0,0,0,11,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,08B,08,Hakmana,Matara,0,0,0,55560,28636,21728,4522,0,215,0,0,0,0,0,0,0,0,0,0,39,0,12,0,0,45,0,0,41,101,0,0,0,0,0,61,0,0,0,0,0,0,0,0,9,0,0,0,9,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,16,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,08C,08,Akuressa,Matara,0,0,0,59261,30699,21688,5879,0,476,0,0,0,0,0,0,0,0,0,0,42,0,17,0,0,46,0,0,26,85,0,0,0,0,0,114,0,0,0,0,0,0,0,0,10,0,0,0,8,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,19,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,08D,08,Kamburupitiya,Matara,0,0,0,51827,28022,18823,4179,0,388,0,0,0,0,0,0,0,0,0,0,43,0,7,0,0,32,0,0,29,69,0,0,0,0,0,114,0,0,0,0,0,0,0,0,5,0,0,0,8,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,08E,08,Devinuwara,Matara,0,0,0,50297,24263,17826,7489,0,395,0,0,0,0,0,0,0,0,0,0,40,0,12,0,0,30,0,0,21,59,0,0,0,0,0,50,0,0,0,0,0,0,0,0,9,0,0,0,7,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,08F,08,Matara,Matara,0,0,0,55054,28736,19706,5200,0,1024,0,0,0,0,0,0,0,0,0,0,26,0,28,0,0,28,0,0,24,48,0,0,0,0,0,82,0,0,0,0,0,0,0,0,5,0,0,0,9,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,08G,08,Weligama,Matara,0,0,0,57095,29608,20276,6262,0,559,0,0,0,0,0,0,0,0,0,0,38,0,15,0,0,42,0,0,23,50,0,0,0,0,0,83,0,0,0,0,0,0,0,0,5,0,0,0,5,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,08P,08,Postal Votes - Matara District,Matara,0,0,0,8740,4299,3001,1240,0,152,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,09A,09,Mulkirigala,Hambantota,0,0,0,59323,24401,26409,7191,0,432,0,0,0,0,0,427,0,0,0,0,106,0,0,0,0,21,0,0,33,100,0,0,0,0,0,0,33,0,0,0,0,0,0,0,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,09B,09,Beliatta,Hambantota,0,0,0,50660,22406,20221,7192,0,157,0,0,0,0,0,306,0,0,0,0,105,0,0,0,0,26,0,0,29,48,0,0,0,0,0,0,37,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,09C,09,Tangalle,Hambantota,0,0,0,69790,27595,28755,12298,0,230,0,0,0,0,0,432,0,0,0,0,94,0,0,0,0,62,0,0,38,101,0,0,0,0,0,0,37,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,09D,09,Tissamaharama,Hambantota,0,0,0,89619,33181,41169,13958,0,208,0,0,0,0,0,458,0,0,0,0,166,0,0,0,0,44,0,0,39,142,0,0,0,0,0,0,64,0,0,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,09P,09,Postal Votes - Hambantota District,Hambantota,0,0,0,6735,2725,2520,1403,0,52,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10A,10,Kayts,Jaffna,0,0,0,15451,0,820,0,17,32,1327,0,18,12311,0,0,166,0,0,68,22,0,60,0,0,5,223,0,0,0,0,0,0,0,275,0,10,26,28,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10B,10,Vaddukkoddai,Jaffna,0,0,0,14384,0,2153,0,28,38,4035,0,34,4869,0,0,908,0,0,447,45,0,1079,0,0,13,208,0,0,0,0,0,0,0,241,0,14,50,143,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10C,10,Kankesanturai,Jaffna,0,0,0,11004,0,524,0,13,14,4943,0,14,4068,0,0,331,0,0,254,27,0,152,0,0,12,304,0,0,0,0,0,0,0,43,0,13,174,77,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10D,10,Manipay,Jaffna,0,0,0,16912,0,955,0,39,36,5703,0,20,5737,0,0,1160,0,0,1067,42,0,124,0,0,18,872,0,0,0,0,0,0,0,164,0,16,634,256,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10E,10,Kopay,Jaffna,0,0,0,14935,0,1051,0,24,37,4248,0,27,5044,0,0,891,0,0,867,44,0,825,0,0,24,829,0,0,0,0,0,0,0,110,0,21,548,241,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10F,10,Udupiddy,Jaffna,0,0,0,10665,0,1046,0,22,39,4180,0,17,1662,0,0,2024,0,0,243,24,0,73,0,0,13,328,0,0,0,0,0,0,0,782,0,24,22,110,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10G,10,Point Pedro,Jaffna,0,0,0,8130,0,978,0,14,30,1540,0,9,1862,0,0,2493,0,0,705,29,0,28,0,0,12,180,0,0,0,0,0,0,0,123,0,12,19,59,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10H,10,Chavakachcheri,Jaffna,0,0,0,5681,0,913,0,5,14,1284,0,7,1256,0,0,658,0,0,288,6,0,46,0,0,3,1043,0,0,0,0,0,0,0,56,0,9,13,66,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10I,10,Nallur,Jaffna,0,0,0,10318,0,1523,0,15,18,3587,0,10,2560,0,0,1262,0,0,295,23,0,83,0,0,8,342,0,0,0,0,0,0,0,98,0,6,38,406,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10J,10,Jaffna,Jaffna,0,0,0,5227,0,581,0,3,7,1277,0,6,1571,0,0,394,0,0,471,13,0,15,0,0,2,406,0,0,0,0,0,0,0,120,0,7,114,226,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10K,10,Kilinochchi,Jaffna,0,0,0,851,0,278,0,0,0,119,0,1,216,0,0,43,0,0,24,1,0,0,0,0,3,138,0,0,0,0,0,0,0,18,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10P,10,Postal Votes - Jaffna District,Jaffna,0,0,0,1413,0,74,0,2,1,518,0,0,380,0,0,288,0,0,49,0,0,17,0,0,0,32,0,0,0,0,0,0,0,28,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,11A,11,Mannar,Vanni,0,0,0,21122,350,1695,0,1821,18,1450,0,42,157,0,0,139,9580,22,1200,191,0,0,0,0,3,0,0,34,0,0,1440,0,1796,0,0,68,0,0,15,0,0,0,0,0,1053,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5
pd,11B,11,Vavuniya,Vanni,0,0,0,42621,5110,8335,0,2294,79,2709,0,334,1129,0,0,522,11325,169,5484,891,0,0,0,0,31,0,0,38,0,0,1937,0,496,0,0,69,0,0,1518,0,0,0,0,0,83,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
pd,11C,11,Mullaitivu,Vanni,0,0,0,652,439,182,0,0,3,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,11P,11,Postal Votes - Vanni District,Vanni,0,0,0,2480,424,406,0,165,1,451,0,18,31,0,0,56,518,6,163,23,0,0,0,0,0,0,0,0,0,0,42,0,33,0,0,3,0,0,37,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,12A,12,Kalkudah,Batticaloa,0,0,0,53918,1532,4092,0,23140,17,21425,0,90,454,0,0,333,276,0,602,228,0,18,0,1416,14,0,0,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
